date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2014-04-24,2014,Unknown,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,148,5,150,7,Kolkata Knight Riders,complete,2,0,CA Lynn,AJ Pycroft,Aleem Dar,VA Kulkarni,AK Chaudhary,K Bharatan,20,"PA Patel, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, JA Morkel, MA Starc, AB Dinda, YS Chahal, VR Aaron, M Muralitharan","JH Kallis, G Gambhir, MK Pandey, CA Lynn, YK Pathan, RV Uthappa, SA Yadav, R Vinay Kumar, SP Narine, M Morkel, UT Yadav"
2014-04-25,2014,Unknown,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,184,1,180,4,Sunrisers Hyderabad,complete,4,0,AJ Finch,GF Labrooy,M Erasmus,S Ravi,BF Bowden,K Srinivasan,20,"S Dhawan, AJ Finch, DA Warner, KL Rahul, DJG Sammy, Y Venugopal Rao, KV Sharma, NV Ojha, DW Steyn, A Mishra, B Kumar","Q de Kock, M Vijay, KP Pietersen, KD Karthik, JP Duminy, MK Tiwary, LR Shukla, WD Parnell, S Nadeem, Mohammed Shami, JD Unadkat"
2014-04-25,2014,Unknown,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,142,3,141,7,Chennai Super Kings,complete,0,7,MM Sharma,GF Labrooy,BF Bowden,M Erasmus,S Ravi,K Srinivasan,20,"DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, M Manhas, RA Jadeja, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma","MEK Hussey, AP Tare, CJ Anderson, RG Sharma, KA Pollard, AT Rayudu, CM Gautam, Harbhajan Singh, Z Khan, PP Ojha, SL Malinga"
2014-04-26,2014,Abu Dhabi,Sheikh Zayed Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,109,10,132,9,Kings XI Punjab,complete,23,0,Sandeep Sharma,AJ Pycroft,HDPK Dharmasena,RK Illingworth,C Shamshuddin,K Srinath,20,"MK Pandey, JH Kallis, G Gambhir, CA Lynn, RV Uthappa, YK Pathan, SA Yadav, PP Chawla, SP Narine, UT Yadav, M Morkel","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, AR Patel, MG Johnson, L Balaji, Sandeep Sharma"
2014-04-26,2014,Abu Dhabi,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,71,4,70,10,Rajasthan Royals,complete,0,6,PV Tambe,AJ Pycroft,HDPK Dharmasena,C Shamshuddin,RK Illingworth,K Srinath,20,"AM Rahane, KK Nair, SV Samson, AM Nayar, SR Watson, STR Binny, SPD Smith, R Bhatia, KW Richardson, PV Tambe, TG Southee","PA Patel, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, JA Morkel, MA Starc, R Rampaul, AB Dinda, YS Chahal"
2014-04-27,2014,Unknown,Sharjah Cricket Stadium,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,126,4,125,7,Delhi Daredevils,complete,0,6,M Vijay,GF Labrooy,Aleem Dar,VA Kulkarni,AK Chaudhary,K Bharatan,20,"Q de Kock, M Vijay, JP Duminy, KP Pietersen, KD Karthik, KM Jadhav, LR Shukla, WD Parnell, S Nadeem, Mohammed Shami, JD Unadkat","RG Sharma, AP Tare, CJ Anderson, AT Rayudu, MEK Hussey, KA Pollard, CM Gautam, Harbhajan Singh, Z Khan, PP Ojha, SL Malinga"
2014-04-27,2014,Unknown,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,145,5,146,5,Chennai Super Kings,complete,0,5,DR Smith,GF Labrooy,AK Chaudhary,VA Kulkarni,Aleem Dar,K Bharatan,20,"AJ Finch, S Dhawan, DA Warner, KL Rahul, Y Venugopal Rao, DJG Sammy, KV Sharma, DW Steyn, A Mishra, B Kumar, I Sharma","DR Smith, BB McCullum, SK Raina, MS Dhoni, F du Plessis, RA Jadeja, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma"
2014-04-28,2014,Unknown,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,127,5,124,8,Kings XI Punjab,complete,0,5,Sandeep Sharma,AJ Pycroft,BF Bowden,S Ravi,M Erasmus,K Srinivasan,20,"CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, AR Patel, L Balaji, Sandeep Sharma","CH Gayle, PA Patel, V Kohli, YV Takawale, AB de Villiers, Yuvraj Singh, JA Morkel, MA Starc, VR Aaron, AB Dinda, YS Chahal"
2014-04-29,2014,Abu Dhabi,Sheikh Zayed Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,163,10,163,5,None,tie,0,0,JP Faulkner,GF Labrooy,Aleem Dar,AK Chaudhary,VA Kulkarni,K Srinath,20,"G Gambhir, MS Bisla, JH Kallis, MK Pandey, SA Yadav, Shakib Al Hasan, RV Uthappa, R Vinay Kumar, PP Chawla, SP Narine, M Morkel","AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, JP Faulkner, R Bhatia, KW Richardson, PV Tambe, Iqbal Abdulla"
2014-04-30,2014,Unknown,Dubai International Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,157,7,172,5,Sunrisers Hyderabad,complete,15,0,B Kumar,AJ Pycroft,HDPK Dharmasena,M Erasmus,S Ravi,K Srinivasan,20,"BR Dunk, RG Sharma, CJ Anderson, AT Rayudu, KA Pollard, AP Tare, Harbhajan Singh, CM Gautam, Z Khan, PP Ojha, SL Malinga","AJ Finch, S Dhawan, KL Rahul, DA Warner, DJG Sammy, NV Ojha, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar"
2014-05-02,2014,Ranchi,JSCA International Stadium Complex,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,148,3,114,9,Chennai Super Kings,complete,34,0,RA Jadeja,J Srinath,AK Chaudhary,NJ Llong,CK Nandan,AY Dandekar,20,"DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, F du Plessis, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma","RV Uthappa, G Gambhir, JH Kallis, MK Pandey, Shakib Al Hasan, SA Yadav, YK Pathan, AD Russell, PP Chawla, R Vinay Kumar, SP Narine"
2014-05-03,2014,Mumbai,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,170,5,168,5,Mumbai Indians,complete,0,5,CJ Anderson,RS Madugalle,BNJ Oxenford,C Shamshuddin,RM Deshpande,R Pandit,20,"BR Dunk, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, JJ Bumrah, Z Khan, SL Malinga","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, GJ Bailey, DA Miller, MG Johnson, R Dhawan, AR Patel, L Balaji, Sandeep Sharma"
2014-05-03,2014,Delhi,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,152,5,156,3,Rajasthan Royals,complete,0,7,KK Nair,AJ Pycroft,SS Hazare,S Ravi,K Srinath,Navdeep Singh,20,"Q de Kock, M Vijay, KP Pietersen, KD Karthik, JP Duminy, KM Jadhav, WD Parnell, S Nadeem, Mohammed Shami, JD Unadkat, R Sharma","AM Rahane, KK Nair, SV Samson, R Bhatia, SR Watson, STR Binny, SPD Smith, JP Faulkner, DS Kulkarni, KW Richardson, PV Tambe"
2014-05-04,2014,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,158,6,155,6,Royal Challengers Bangalore,complete,0,4,AB de Villiers,RS Mahanama,HDPK Dharmasena,VA Kulkarni,PG Pathak,J Madanagopal,20,"CH Gayle, PA Patel, V Kohli, RR Rossouw, AB de Villiers, Yuvraj Singh, MA Starc, HV Patel, AB Dinda, VR Aaron, YS Chahal","AJ Finch, S Dhawan, KL Rahul, DA Warner, DJG Sammy, NV Ojha, IK Pathan, KV Sharma, DW Steyn, B Kumar, I Sharma"
2014-05-05,2014,Ahmedabad,"Sardar Patel Stadium, Motera",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,170,6,160,6,Rajasthan Royals,complete,10,0,PV Tambe,RS Madugalle,NJ Llong,CK Nandan,AK Chaudhary,Nitin Menon,20,"AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, JP Faulkner, R Bhatia, TG Southee, PV Tambe, R Tewatia","RV Uthappa, G Gambhir, AD Russell, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, R Vinay Kumar, SP Narine, UT Yadav"
2014-05-05,2014,Delhi,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,178,5,181,2,Chennai Super Kings,complete,0,8,DR Smith,J Srinath,RM Deshpande,BNJ Oxenford,C Shamshuddin,Navdeep Singh,20,"Q de Kock, M Vijay, KP Pietersen, KD Karthik, LR Shukla, JP Duminy, KM Jadhav, WD Parnell, S Nadeem, Mohammed Shami, JD Unadkat","DR Smith, BB McCullum, SK Raina, MS Dhoni, F du Plessis, M Manhas, RA Jadeja, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma"
2014-05-06,2014,Mumbai,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,187,5,168,8,Mumbai Indians,complete,19,0,RG Sharma,AJ Pycroft,S Ravi,K Srinath,SS Hazare,R Pandit,20,"BR Dunk, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, JJ Bumrah, SL Malinga, P Suyal","CH Gayle, PA Patel, V Kohli, AB de Villiers, Yuvraj Singh, RR Rossouw, MA Starc, HV Patel, VR Aaron, AB Dinda, YS Chahal"
2014-05-07,2014,Cuttack,Barabati Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,231,4,187,6,Kings XI Punjab,complete,44,0,GJ Maxwell,RS Mahanama,HDPK Dharmasena,PG Pathak,VA Kulkarni,UV Gandhe,20,"V Sehwag, Mandeep Singh, GJ Maxwell, DA Miller, GJ Bailey, MG Johnson, WP Saha, R Dhawan, AR Patel, M Kartik, Sandeep Sharma","DR Smith, BB McCullum, SK Raina, RA Jadeja, F du Plessis, MS Dhoni, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma"
2014-05-07,2014,Delhi,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,160,5,161,2,Kolkata Knight Riders,complete,0,8,G Gambhir,J Srinath,BNJ Oxenford,C Shamshuddin,RM Deshpande,Navdeep Singh,20,"Q de Kock, M Vijay, KP Pietersen, KD Karthik, JP Duminy, LR Shukla, KM Jadhav, WD Parnell, S Nadeem, Mohammed Shami, S Kaul","RV Uthappa, G Gambhir, MK Pandey, JH Kallis, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, R Vinay Kumar, SP Narine, UT Yadav"
2014-05-08,2014,Ahmedabad,"Sardar Patel Stadium, Motera",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,102,10,134,9,Sunrisers Hyderabad,complete,32,0,B Kumar,RS Madugalle,AK Chaudhary,NJ Llong,CK Nandan,Nitin Menon,20,"AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, R Bhatia, JP Faulkner, KW Richardson, DS Kulkarni, PV Tambe","S Dhawan, AJ Finch, KL Rahul, NV Ojha, DA Warner, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar"
2014-05-09,2014,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,166,9,198,8,Kings XI Punjab,complete,32,0,Sandeep Sharma,AJ Pycroft,S Ravi,K Srinath,K Srinivasan,KN Ananthapadmanabhan,20,"CH Gayle, PA Patel, V Kohli, S Rana, AB de Villiers, Yuvraj Singh, JA Morkel, MA Starc, HV Patel, VR Aaron, YS Chahal","V Sehwag, Mandeep Singh, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, MG Johnson, AR Patel, Shivam Sharma, L Balaji, Sandeep Sharma"
2014-05-10,2014,Mumbai,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,157,6,160,6,Chennai Super Kings,complete,0,4,DR Smith,RS Mahanama,HDPK Dharmasena,VA Kulkarni,PG Pathak,R Pandit,20,"LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, P Kumar","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, S Badree"
2014-05-10,2014,Delhi,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,143,7,44,2,Sunrisers Hyderabad,complete,0,8,DW Steyn,J Srinath,RM Deshpande,BNJ Oxenford,C Shamshuddin,Navdeep Singh,20,"Q de Kock, KP Pietersen, MA Agarwal, KD Karthik, LR Shukla, JP Duminy, KM Jadhav, R Shukla, Mohammed Shami, Imran Tahir, S Kaul","AJ Finch, S Dhawan, DA Warner, NV Ojha, KL Rahul, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar"
2014-05-11,2014,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,190,5,191,5,Rajasthan Royals,complete,0,5,JP Faulkner,AJ Pycroft,S Ravi,RJ Tucker,K Srinath,KN Ananthapadmanabhan,20,"V Kohli, CH Gayle, VH Zol, AB de Villiers, Yuvraj Singh, JA Morkel, PA Patel, MA Starc, VR Aaron, YS Chahal, AB Dinda","AM Rahane, KK Nair, SR Watson, STR Binny, SV Samson, SPD Smith, JP Faulkner, R Bhatia, KW Richardson, PV Tambe, R Tewatia"
2014-05-11,2014,Cuttack,Barabati Stadium,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,149,8,150,1,Kolkata Knight Riders,complete,0,9,G Gambhir,RS Madugalle,NJ Llong,CK Nandan,AK Chaudhary,UV Gandhe,20,"V Sehwag, Mandeep Singh, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, AR Patel, P Awana, Sandeep Sharma","RV Uthappa, G Gambhir, MK Pandey, JH Kallis, RN ten Doeschate, YK Pathan, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine"
2014-05-12,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,157,3,160,3,Mumbai Indians,complete,0,7,AT Rayudu,RS Mahanama,HDPK Dharmasena,VA Kulkarni,PG Pathak,A Nand Kishore,20,"AJ Finch, S Dhawan, KL Rahul, DA Warner, NV Ojha, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar","LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, PP Ojha"
2014-05-13,2014,Ranchi,JSCA International Stadium Complex,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,149,5,148,8,Chennai Super Kings,complete,0,5,RA Jadeja,J Srinath,BNJ Oxenford,C Shamshuddin,RM Deshpande,AY Dandekar,20,"DR Smith, BB McCullum, SK Raina, F du Plessis, R Ashwin, MS Dhoni, RA Jadeja, V Shankar, IC Pandey, MM Sharma, S Badree","Ankit Sharma, SR Watson, AM Rahane, KK Nair, STR Binny, SPD Smith, JP Faulkner, DH Yagnik, R Bhatia, KK Cooper, PV Tambe"
2014-05-13,2014,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,186,4,170,7,Royal Challengers Bangalore,complete,16,0,Yuvraj Singh,AJ Pycroft,K Srinath,RJ Tucker,S Ravi,KN Ananthapadmanabhan,20,"CH Gayle, PA Patel, V Kohli, AB de Villiers, Yuvraj Singh, S Rana, VH Zol, MA Starc, M Muralitharan, YS Chahal, AN Ahmed","Q de Kock, M Vijay, MA Agarwal, KP Pietersen, JP Duminy, KD Karthik, KM Jadhav, R Shukla, Mohammed Shami, Imran Tahir, S Kaul"
2014-05-14,2014,Cuttack,Barabati Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,142,4,141,5,Kolkata Knight Riders,complete,0,6,RV Uthappa,RS Madugalle,AK Chaudhary,NJ Llong,CK Nandan,R Pandit,20,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine","LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, PP Ojha"
2014-05-14,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,205,5,211,4,Kings XI Punjab,complete,0,6,WP Saha,RS Mahanama,VA Kulkarni,PG Pathak,HDPK Dharmasena,A Nand Kishore,20,"AJ Finch, S Dhawan, NV Ojha, DA Warner, MC Henriques, IK Pathan, KV Sharma, KL Rahul, DW Steyn, A Mishra, B Kumar","V Sehwag, M Vohra, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, AR Patel, MG Johnson, Shivam Sharma, R Dhawan, Sandeep Sharma"
2014-05-15,2014,Ahmedabad,"Sardar Patel Stadium, Motera",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,201,6,139,9,Rajasthan Royals,complete,62,0,AM Rahane,AJ Pycroft,S Ravi,RJ Tucker,K Srinath,KN Ananthapadmanabhan,20,"AM Rahane, KK Nair, KK Cooper, SV Samson, STR Binny, BCJ Cutting, JP Faulkner, SPD Smith, R Bhatia, DS Kulkarni, PV Tambe","KP Pietersen, MA Agarwal, KD Karthik, JP Duminy, MK Tiwary, LRPL Taylor, KM Jadhav, S Nadeem, Imran Tahir, R Shukla, S Kaul"
2014-05-18,2014,Ranchi,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,138,4,142,5,Royal Challengers Bangalore,complete,0,5,AB de Villiers,J Srinath,BNJ Oxenford,C Shamshuddin,RM Deshpande,J Madanagopal,20,"DR Smith, BB McCullum, SK Raina, DJ Hussey, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, S Badree","CH Gayle, PA Patel, V Kohli, AB de Villiers, Yuvraj Singh, S Rana, AN Ahmed, MA Starc, M Muralitharan, YS Chahal, VR Aaron"
2014-05-18,2014,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,142,8,146,3,Kolkata Knight Riders,complete,0,7,UT Yadav,RS Madugalle,NJ Llong,CK Nandan,AK Chaudhary,A Nand Kishore,20,"AJ Finch, S Dhawan, NV Ojha, DA Warner, KL Rahul, IK Pathan, DJG Sammy, KV Sharma, DW Steyn, A Mishra, B Kumar","RV Uthappa, G Gambhir, MK Pandey, YK Pathan, RN ten Doeschate, Shakib Al Hasan, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine"
2014-05-19,2014,Delhi,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,164,7,165,6,Kings XI Punjab,complete,0,4,AR Patel,RS Mahanama,HDPK Dharmasena,PG Pathak,VA Kulkarni,Navdeep Singh,20,"M Vijay, KP Pietersen, KD Karthik, JP Duminy, KM Jadhav, MA Agarwal, MK Tiwary, WD Parnell, Mohammed Shami, Imran Tahir, JD Unadkat","V Sehwag, M Vohra, GJ Maxwell, DA Miller, WP Saha, AR Patel, GJ Bailey, R Dhawan, BE Hendricks, Shivam Sharma, Sandeep Sharma"
2014-05-19,2014,Ahmedabad,"Sardar Patel Stadium, Motera",Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,153,8,178,3,Mumbai Indians,complete,25,0,MEK Hussey,AJ Pycroft,S Ravi,RJ Tucker,K Srinath,KN Ananthapadmanabhan,20,"KK Nair, UBT Chand, SR Watson, SV Samson, KK Cooper, Ankit Sharma, STR Binny, BJ Hodge, JP Faulkner, R Bhatia, DS Kulkarni","MEK Hussey, LMP Simmons, KA Pollard, RG Sharma, AT Rayudu, AP Tare, Harbhajan Singh, JJ Bumrah, K Santokie, PP Ojha, S Gopal"
